acceptor,n_smiles,donor,p_smiles,pce
IDTC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc3CC(CC)CCCC)sc2-4)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,11.08
ZB10,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4c5c(sc34)-c3sc4c(CCCCCC)c6cc(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c(CCCCCC)c4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4c(CCCCCC)c5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c(CCCCCC)c4c32)cc1,PCE10,O=C(C1=C(C2=C(SC(C)=C2S1)C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CC)CCCC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CC)CCCC)F)OCC(CC)CCCC,11.08
6TIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,11.07
Y6-phOC6,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CCCCCCOc5ccccc5)c4c3n(CCCCCCOc3ccccc3)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,11.07
BTP-1V,CCCCCCCCCCCc1c(/C=C\C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,11.03
DTCFO-ICCl,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc(Cl)c(Cl)cc5C2=C(C#N)C#N)cc1C4(c1ccc(OCCCCCC)cc1)c1ccc(OCCCCCC)cc1)C(c1ccc(OCCCCCC)cc1)(c1ccc(OCCCCCC)cc1)c1cc(/C=C2\C(=O)c4cc(Cl)c(Cl)cc4C2=C(C#N)C#N)sc1-3,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,11.03
IDIC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,PTFBDT-BZS,FC(C=C1C2=C3C=C(C)SC3=C(C4=CC(F)=C(C(F)=C4)CC(CC)CCCC)C5=C2SC(C6=CC=C(S6)C7=C(C(OCCCCCCCCCCCC)=C(C8=NSN=C78)C9=CC=C(S9)C)OCCCCCCCCCCCC)=C5)=C(C(F)=C1)CC(CC)CCCC,11.03
PDT-T,CCCCCCOc1cc2c3c(c(OCCCCCC)cc4c3c1-c1sc(-c3ccc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s3)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c3ccc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)s3)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,11.02
BTP-C11-N2Cl,CCCCCCC(CN1C2=C(C3=NSN=C3C4=C2N(CC(CCCC)CCCCCC)C5=C4SC6=C5SC(/C=C7/C(C8=CC9=C(C=C8C7=O)C=CC=C9)=C(C#N)/C#N)=C6CCCCCCCCCCC)C(S%10)=C1C%11=C%10C(CCCCCCCCCCC)=C(/C=C%12/C(C%13=CC%14=C(C=C%13C%12=O)C=CC=C%14)=C(C#N)/C#N)S%11)CCCC.CCl.CCl,ZR1-C3,O=C(/C(S1)=C\C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC(S5)=C(S4)C6=C5C(C7=CC=C(CCCC(CCCCCC)CCCC)S7)=C(C(SC(C8=CC(CCCCCCCC)=C(C9=CC=C(/C=C%10SC(N(CCCCCC)C/%10=O)=S)S9)S8)=C%11)=C%11S%12)C%12=C6C%13=CC=C(CCCC(CCCCCC)CCCC)S%13)N(CCCCCC)C1=S,11.01
2Th-2F,CCCCCCCCc1cc(-c2sc3c(N(c4ccc(CCCC)cc4)c4ccc(CCCC)cc4)c(-c4cc(CCCCCCCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)sc3c2N(c2ccc(CCCC)cc2)c2ccc(CCCC)cc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,11
A3,CCCCCCCCn1c(=C(C#N)C#N)s/c(=C/c2c3nn(CC(CC)CCCC)nc3c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4c6cc(C(=O)OCC)sc6c(/C=c6/sc(=C(C#N)C#N)n(CCCCCCCC)c6=O)c6nn(CC(CC)CCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c3cc(C(=O)OCC)sc23)c1=O,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,11
AITC,O=C1C(/C(C2=C1SC=C2)=C(C#N)\C#N)=C\C3=CC4=C(C5=CC6=C(C7=C(C6(C8=CC=C(C=C8)CCCCCC)C9=CC=C(C=C9)CCCCCC)C%10=C(C=C(S%10)/C=C%11C(C%12=C(C\%11=C(C#N)\C#N)C=CS%12)=O)S7)C=C5C4(C%13=CC=C(C=C%13)CCCCCC)C%14=CC=C(C=C%14)CCCCCC)S3,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,11
AOIC2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,11
BN-0F,CCCCC(CC)COc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)CC(CC)CCCC)c(OCC(CC)CCCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,J52,CC1=CC2=C(C3=C(C(C4=CC=C(S4)CC(CC)CCCC)=C2S1)C=C(S3)C5=CC=C(S5)C6=C(C(F)=C(C7=NN(N=C67)CC(CCCCCC)CCCCCCCC)C8=CC=C(S8)C)F)C9=CC=C(S9)CC(CC)CCCC,11
DTS26-IT-4Cl,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)/C#N)Cl)C2=C/C(S3)=CC([Si]4(CC(CC)CCCC)CC(CC)CCCC)=C3C(S5)=C4C=C5C6=CC(C(C7=C8SC(/C=C9C(C%10=CC(Cl)=C(C=C%10C\9=C(C#N)\C#N)Cl)=O)=C7)(CCCCCC)CCCCCC)=C8C=C6OCC(CC)CCCC,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,11
ITIC2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)s5)c4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,FTAZ,CC1=CC2=C(C3=C(C(CCC(CCCCCC)CCCC)=C2S1)C=C(S3)C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C56)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F)CCC(CCCC)CCCCCC,11
O-NTNC,CCCCCCC(CCCC)COc1ccc(C2(c3ccc(OCC(CCCC)CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc3-c3ccc4c5c(ccc4c32)-c2sc(/C=C3\C(=O)c4cc6ccccc6cc4C3=C(C#N)C#N)cc2C5(c2ccc(OCC(CCCC)CCCCCC)cc2)c2ccc(OCC(CCCC)CCCCCC)cc2)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,11
SIDIC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cc4c(s2)-c2cc5c(cc2C4(CCCCCC)CCCCCC)-c2sc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)cc2C5(CCCCCC)CCCCCC)sc1-3,FTAZ,CC1=CC2=C(C3=C(C(CCC(CCCCCC)CCCC)=C2S1)C=C(S3)C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C56)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F)CCC(CCCC)CCCCCC,11
Y5,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,J61,FC1=C(C2=CC=C(C)S2)C3=NN(CC(CCCC)CC)N=C3C(C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)SCCCCCCCCCCCC)=C6S5)C=C(C)S7)C9=CC=C(S9)SCCCCCCCCCCCC)=C1F,11
ITBTC,O=C(C1=C(C/2=C(C#N)/C#N)C3=CC=CC=C3S1)C2=C/C(S4)=CC(S5)=C4C6=C5C7=CC(C(C8=CC=C(C=C8)CCCCCC)(C9=C%10SC%11=C9SC(/C=C%12C(C%13=C(C\%12=C(C#N)\C#N)C%14=CC=CC=C%14S%13)=O)=C%11)C%15=CC=C(C=C%15)CCCCCC)=C%10C=C7C(C%16=CC=C(C=C%16)CCCCCC)6C(C=C%17)=CC=C%17CCCCCC,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,10.99
Ph-DTDPo-OTE,FC1=CC(C(/C2=C/C3=C(OCC(CC)CCCC)C=C(C4=CC(OC(C(C=C5)=CC=C5CCCCCC)(C6=C7C=C8C(C(S9)=C(OC(C(C=C%10)=CC=C%10CCCCCC)8C(C=C%11)=CC=C%11CCCCCC)C=C9C%12=CC(OCC(CC)CCCC)=C(S%12)/C=C%13/C(C(C=C%14F)=C(C%13=O)C=C%14F)=C(C#N)/C#N)=C6)C(C=C%15)=CC=C%15CCCCCC)=C7S4)S3)=C(C#N)\C#N)=C(C2=O)C=C1F,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,10.98
BTOIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,10.96
AT-NC,CCCCC(CC)COc1ccc(C2(c3ccc(OCC(CC)CCCC)cc3)c3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc3-c3ccc4cc5c6c(ccc5cc4c32)-c2sc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)cc2C6(c2ccc(OCC(CC)CCCC)cc2)c2ccc(OCC(CC)CCCC)cc2)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,10.91
PZ-dIDTC6,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cnc(-c4cc5c(s4)-c4cc6c(cc4C5(CCCCCC)CCCCCC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CCCCCC)CCCCCC)cn2)sc1-3,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,10.91
BDT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(/C=C3/C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,10.9
F8IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,PTB7-Th,CCCCC(COC(C1=C(C2=C(SC(C3=CC4=C(C5=C(C(C6=CC=C(S6)CC(CCCC)CC)=C4S3)C=C(S5)C)C7=CC=C(S7)CC(CCCC)CC)=C2S1)C)F)=O)CC,10.9
HF-PCIC,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(C(SC(C5=CC(F)=C(C6=CC(C7(CC(CCCC)CC)CC(CC)CCCC)=C(S6)C8=C7C=C(S8)/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)C=C5F)=C%11)=C%11C4(CC(CCCC)CC)CC(CC)CCCC)S3,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,10.9
IDTN,CCCCCCc1ccc(C2(c3c(c4c2cc(/C=C5C(C6C(C\5=C(C#N)\C#N)C=C7C=CC=CC7=C6)=O)s4)cc(C(c8ccc(CCCCCC)cc8)(c9ccc(CCCCCC)cc9)c%10c%11sc(/C=C%12C(C%13C(C\%12=C(C#N)\C#N)C=C%14C=CC=CC%14=C%13)=O)c%10)c%11c3)c%15ccc(CCCCCC)cc%15)cc1,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,10.9
ITC-2Br,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sc(Br)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(Br)cc5C4=C(C#N)C#N)sc23)cc1,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,10.9
ITEN,CC#CC.CC#CC.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,10.9
ITzN-F4,CCCCCCCCCc1ccc(C2(c3ccc(CCCCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8cc(F)c(F)cc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCCCCC)cc2)(c2ccc(CCCCCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6cc(F)c(F)cc6cc5C4=C(C#N)C#N)sc23)cc1,PBDB-T,CCCCC(CC1=CC=C(C2=C3SC(C)=CC3=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C(SC(C7=CC=C(C)S7)=C89)=C9C(C%10=C(SC(CC(CC)CCCC)=C%10C8=O)CC(CC)CCCC)=O)S6)S5)S1)CC,10.9
ITzN-F4,CCCCCCCCCc1ccc(C2(c3ccc(CCCCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8cc(F)c(F)cc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCCCCC)cc2)(c2ccc(CCCCCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6cc(F)c(F)cc6cc5C4=C(C#N)C#N)sc23)cc1,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,10.9
DTC(4R)-4FIC,FC(C=C1C(/C2=C/C3=CC4=C(C(C=C5[N](C(CCCCCCCC)CCCCCCCC)C6=CC7=C(C(C8=C7SC(/C=C9C(C%10=CC(F)=C(C=C%10C\9=C(C#N)/C#N)F)=O)=C8)(CCCCCCCC)CCCCCCCC)C=C6C5=C%11)=C%11C4(CCCCCCCC)CCCCCCCC)S3)=C(C#N)/C#N)=C(C=C1C2=O)F,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,10.89
SeCT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,10.89
TITI-4F,CCCCCCCCC(CCCCCCCC)n1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2ccc3c(ccc4c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5n(C(CCCCCCCC)CCCCCCCC)c34)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,10.89
Y22,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)/C#N)F)C2=C/C(SC3=C4SC5=C3N(C6=C5C7=NN(N=C7C8=C6N(C9=C8SC(/C=C%10C(C%11=C(C\%10=C(C#N)\C#N)C=C(F)C(F)=C%11)=O)=C9CCCCCC)CC(CCCC)CC)CC(CCCC)CC)CC(CCCC)CC)=C4CCCCCC,J71,CC1=CC=C(S1)C2=C(C(F)=C(C3=NN(N=C23)CC(CCCCCCCC)CCCCCC)C4=CC=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)[Si](CCC)(CCC)CCC)=C6S5)C=C(S7)C)C9=CC=C(S9)[Si](CCC)(CCC)CCC)F,10.89
ITIC-2Br-m,CCCCCCc1ccc(C2(c3c(c(s4)c2c5c4cc(/C=C6C(c7c(C\6=C(C#N)/C#N)cc(Br)cc7)=O)s5)cc(C(c8ccc(CCCCCC)cc8)(c(c9s%10)c%11c%10cc(/C=C%12C(c%13c(C\%12=C(C#N)/C#N)cc(Br)cc%13)=O)s%11)c%14ccc(CCCCCC)cc%14)c9c3)c%15ccc(CCCCCC)cc%15)cc1,PBDB-T-2F,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,10.88
